Feature	Gain	Cover	Frequency
ctrx_quarter	0.161099964587701	0.0178653520640625	0.0226082161566033
mpayroll	0.0688785217913121	0.0202885383696331	0.0139693042918849
mcaja_ahorro	0.0577881586550803	0.0189712174481117	0.0287657384431578
mpasivos_margen	0.0387726239506055	0.017721749490167	0.0249057990993475
mcuentas_saldo	0.0324991467126953	0.0346043776195287	0.0275709953129308
mprestamos_personales	0.0295788333314527	0.0199775914611171	0.00827129859387924
mrentabilidad_annual	0.0272757099635192	0.0299710789398915	0.0321661611984193
mtarjeta_visa_consumo	0.0216284178526986	0.0143746036952631	0.0211377630732469
cpayroll_trx	0.018481013743777	0.0085541093521821	0.00340042275526147
mactivos_margen	0.0182238836911667	0.0247514632085801	0.02389486260454
mcuenta_corriente	0.0180488967594074	0.0196396420866589	0.0226082161566033
cliente_edad	0.0170040889445073	0.0217746785168879	0.0277548019483503
ccomisiones_mantenimiento	0.0165812233776274	0.0106141575348019	0.00422755261464939
ctarjeta_visa_transacciones	0.0161490402228135	0.0120033176120969	0.0149802407866924
Master_fechaalta	0.0158572522629342	0.0245683375390518	0.0266519621358331
numero_de_cliente	0.0157103934809762	0.0177794376636414	0.029500964984836
Visa_msaldototal	0.0153830789084813	0.0161368873069623	0.0187482768127929
Visa_Fvencimiento	0.0151421934104046	0.0177495611531252	0.0277548019483503
mrentabilidad	0.0150332538403661	0.0186477738270583	0.02389486260454
Master_Fvencimiento	0.0148039812816356	0.0176821347121136	0.0232515393805716
Visa_fechaalta	0.0133796716171151	0.0156410847215045	0.0232515393805716
Visa_mconsumospesos	0.0132344811978408	0.0139412089348409	0.0236191526514107
mcomisiones_otras	0.0128719852087282	0.0171570057106628	0.0226082161566033
mautoservicio	0.0124585549218812	0.0186550047797035	0.0210458597555372
chomebanking_transacciones	0.0123329580186249	0.0140846919229705	0.0182887602242441
mcomisiones_mantenimiento	0.0113921053122761	0.0126324344093898	0.0113960113960114
Visa_status	0.0107197396704005	0.0080777035779547	0.00183806635419539
mcomisiones	0.0106100983333504	0.010818912283191	0.0175535336825659
Visa_mpagominimo	0.0105172852275375	0.0107396109756246	0.0176454370002757
cliente_antiguedad	0.0103352303290753	0.0152900805676012	0.0211377630732469
Master_mlimitecompra	0.0100796021437986	0.0104789737988265	0.0177373403179855
Visa_mpagospesos	0.00929507151332964	0.0171224573828917	0.0185644701773734
Visa_cconsumos	0.00906505390091187	0.00947159526538746	0.0149802407866924
Visa_msaldopesos	0.00893648105443321	0.0121247449988007	0.0170021137763073
cproductos	0.00883064666758399	0.0102732065576194	0.0080874919584597
Master_mfinanciacion_limite	0.00882006768412307	0.00840019051288091	0.0169102104585976
mtransferencias_recibidas	0.00873392340511407	0.0109422689869181	0.0151640474221119
mcaja_ahorro_dolares	0.00857959259279421	0.00923933977703162	0.0158992739637901
cprestamos_personales	0.0083462989885749	0.00669140558665713	0.00312471280213216
Visa_mlimitecompra	0.00783333416822569	0.0129714919452788	0.0142450142450142
cdescubierto_preacordado	0.0077074376898132	0.00764058970021272	0.00220567962503446
ccomisiones_otras	0.0076329431937349	0.0110234119152794	0.0128664644793677
ccajas_consultas	0.00651483465059807	0.0107043132437206	0.00266519621358331
mttarjeta_visa_debitos_automaticos	0.00641561221997392	0.00913284865248985	0.0111203014428821
mtransferencias_emitidas	0.00624682614266447	0.0103888340346766	0.0140612076095947
Visa_mconsumototal	0.00617702069017387	0.0076630319622816	0.0125907545262384
Visa_mfinanciacion_limite	0.00579427498292345	0.00589351341174495	0.0105688815366235
ctarjeta_debito_transacciones	0.00562502102033427	0.0101171630778772	0.0136016910210459
mcuenta_debitos_automaticos	0.00558069203493067	0.0116169878229442	0.00799558864074993
ctransferencias_recibidas	0.00512671088697707	0.00955607862280982	0.0100174616303649
ccaja_seguridad	0.00410999458679262	0.010121651530291	0.00192996967190516
Master_mpagominimo	0.00399707286620799	0.00410527171645918	0.004778972520908
Visa_mconsumosdolares	0.00397417282910926	0.00790192844683757	0.00680084551052293
Master_status	0.00384052081476415	0.00565877053945821	0.00128664644793677
Master_mconsumospesos	0.00380807213315285	0.00664231164355938	0.00652513555739362
mpagomiscuentas	0.00361908066669257	0.00885372750247436	0.00735226541678155
Master_msaldototal	0.00351867114516946	0.00557523988197092	0.00588181233342524
Master_mpagospesos	0.00338214506573487	0.0158714826442966	0.00716845878136201
mtarjeta_master_consumo	0.00330216961924279	0.00805805563661588	0.00367613270839077
Master_msaldopesos	0.003179490212604	0.00766035722731744	0.00533039242716662
mextraccion_autoservicio	0.00317474911515888	0.00810641612034939	0.00919033177097693
thomebanking	0.0031060148065906	0.00241688812189945	0.00303280948442239
cmobile_app_trx	0.0029045823873219	0.00341471175264233	0.00431945593235916
ctransferencias_emitidas	0.0026532288206499	0.00751773525670243	0.00542229574487639
ccallcenter_transacciones	0.00264605670078011	0.0111071817442985	0.00312471280213216
cpagomiscuentas	0.00254395946967773	0.00885831560969306	0.00615752228655455
ctarjeta_visa_debitos_automaticos	0.00251579531292616	0.00373705917084165	0.004778972520908
tcallcenter	0.00249754106965502	0.0019499774574852	0.00147045308335631
matm	0.00234974881232262	0.00504448237713797	0.00533039242716662
ctarjeta_debito	0.00226753596342689	0.00175936571901099	0.003584229390681
internet	0.00224134214217868	0.00876791275685822	0.00220567962503446
ctarjeta_master	0.00217594520878987	0.0003631460953352	0.000551419906258616
cextraccion_autoservicio	0.0021388735112162	0.00668225328937291	0.00514658579174708
Visa_fultimo_cierre	0.00205297172736695	0.00323940699220445	0.00340042275526147
