Feature	Gain	Cover	Frequency
ctrx_quarter	0.184958692892942	0.0332058855676567	0.0354593987075021
mcuentas_saldo	0.05856769980774	0.0316946386927051	0.0348412475414442
mpayroll	0.0428374704360607	0.0357254039524105	0.0221410508569823
mprestamos_personales	0.0419469213001629	0.015982444169851	0.0067996628266367
mpasivos_margen	0.0341119668115387	0.0176677914493852	0.0363585276763136
mrentabilidad_annual	0.0293062979009139	0.0263114834490627	0.0350098342230964
cpayroll_trx	0.0276566148786852	0.0192805514567286	0.00781118291654959
mcaja_ahorro	0.0251504028763535	0.0192505024883743	0.0300646248946333
Master_Fvencimiento	0.0218541212808838	0.0169729836193884	0.0254565889294746
mrentabilidad	0.0199343126202049	0.0122888909681665	0.0170834504074178
cliente_edad	0.0194052933558602	0.018898391771571	0.0288283225625176
mtarjeta_visa_consumo	0.0190397816853868	0.0198215540523014	0.022590615341388
mcuenta_corriente	0.0173631527620683	0.0133050987982398	0.01725203708907
Visa_Fvencimiento	0.0169078750014472	0.0113813869587869	0.0202865973588087
Visa_mpagominimo	0.0161947840665535	0.0129414121451163	0.0224782242202866
numero_de_cliente	0.0158998487067314	0.0165113395663257	0.0260747400955325
Master_fechaalta	0.0157148336715272	0.0159048378624681	0.0241640910368081
mactivos_margen	0.0155465281155033	0.0165058265499543	0.0177016015734757
ctarjeta_master	0.0154275016706215	0.000383422599305293	0.000505760044956448
Visa_fechaalta	0.0152758344034709	0.0145100400602892	0.0183759483000843
mcomisiones_mantenimiento	0.0136630340882814	0.018245390594041	0.0148356279853892
Master_mfinanciacion_limite	0.0134804520298963	0.0103524428026416	0.020623770722113
chomebanking_transacciones	0.0127100800597761	0.0124968011223476	0.0171396459679685
cliente_antiguedad	0.0124392443943063	0.0125711825714641	0.0188817083450407
Visa_mconsumospesos	0.0117437430962752	0.0139809349548231	0.0195560550716493
Visa_mfinanciacion_limite	0.0116466597764125	0.00952864064199211	0.0160719303175049
mtransferencias_recibidas	0.0109137899745095	0.00821843012650662	0.0177577971340264
Visa_cconsumos	0.00990075118939068	0.00853914973741125	0.013880303456027
Visa_mpagospesos	0.00971740015927755	0.0108418243649543	0.0179825793762293
ccomisiones_otras	0.00953555212818125	0.0184686188249871	0.0205113796010115
Visa_status	0.00926246730491318	0.0125224462018845	0.00292216914863726
Visa_msaldopesos	0.00785711734603205	0.0090841228232195	0.0121382410789548
Visa_msaldototal	0.00772570831927041	0.00849104249480553	0.0145546501826356
mcaja_ahorro_dolares	0.00752791841971064	0.00773764663283741	0.011688676594549
ctarjeta_visa_transacciones	0.00731613230205978	0.015644146285275	0.0186007305422872
cproductos	0.00702603526568957	0.00805392041312634	0.00977802753582467
ccajas_consultas	0.00701304658111612	0.00660923983221529	0.00191064905872436
mcomisiones	0.00699373405364199	0.00668089040424503	0.0114076987917954
mautoservicio	0.00696614188024485	0.0128257366655117	0.0181511660578814
mcomisiones_otras	0.00682554893997182	0.00476010517027079	0.00932846305141894
cdescubierto_preacordado	0.00679390461373418	0.00566192373588608	0.00207923574037651
mcuenta_debitos_automaticos	0.00616816664697858	0.00853036992097522	0.00983422309637539
mtransferencias_emitidas	0.00607150998757009	0.0152817365268987	0.0191064905872436
ctarjeta_debito_transacciones	0.00584968271681635	0.014538942619491	0.0175892104523743
ctransferencias_recibidas	0.00542756743963258	0.0102612799740207	0.00944085417252037
mttarjeta_visa_debitos_automaticos	0.00542284294864985	0.00664924764755677	0.00944085417252037
Master_mlimitecompra	0.00511023806234034	0.00324293052116496	0.00505760044956448
Visa_mconsumosdolares	0.0044816665930491	0.0115557343539593	0.00977802753582467
Master_mpagospesos	0.0043533500832329	0.0107357255959526	0.00606912053947738
cprestamos_personales	0.00416630709379343	0.0090313087788089	0.00382129811744872
ccaja_seguridad	0.00410644849267285	0.00709669207180805	0.00140488901376791
cmobile_app_trx	0.00407028738854365	0.00208899514600112	0.00354032031469514
ccallcenter_transacciones	0.00381677917462765	0.0168044521535748	0.007136836189941
Master_mpagominimo	0.00376697316462481	0.00687150189674326	0.00691205394773813
ctransferencias_emitidas	0.00359671976552503	0.00512129395629778	0.0067996628266367
ctarjeta_debito	0.00344896013371288	0.00422423345468525	0.0047766226468109
thomebanking	0.00336130811573592	0.00238684249625392	0.00258499578533296
internet	0.00332820198613161	0.00870906994276725	0.00213543130092723
Visa_mlimitecompra	0.00320827785797583	0.00382163879337473	0.00415847148075302
