Feature	Gain	Cover	Frequency
ctrx_quarter	0.196599224967641	0.0257250833455436	0.0244755244755245
cpayroll_trx	0.0944819764231896	0.031011584402469	0.0131118881118881
mpasivos_margen	0.0848215200312319	0.0250265391764792	0.0249125874125874
mcuenta_corriente	0.065307655648473	0.0222553521916861	0.0393356643356643
mtarjeta_visa_consumo	0.0477689748689996	0.0180687776261758	0.0183566433566434
mprestamos_personales	0.0419835897230463	0.028657474079346	0.0179195804195804
mrentabilidad_annual	0.0269939265394079	0.0429426175353454	0.041958041958042
falto_costo_mantenimiento	0.0264973802259912	0.00881824676149661	0.00611888111888112
fpoco_uso	0.0263366267314192	0.0039651740176009	0.00305944055944056
Master_status	0.0224467331343179	0.00859023251837244	0.00524475524475525
mrentabilidad	0.0203041903476042	0.0207002411702219	0.027534965034965
mactivos_margen	0.0137993733245757	0.0165640848726499	0.027534965034965
cprestamos_personales	0.0133521743213373	0.009821735027227	0.00743006993006993
mcomisiones_otras	0.0131323587048788	0.0199795106910748	0.0266608391608392
Visa_mpagominimo	0.0128151414165211	0.0145809663337433	0.0236013986013986
Visa_fechaalta	0.0125449672801666	0.030465163338309	0.0292832167832168
Visa_status	0.0122744668720247	0.0191322192419027	0.0083041958041958
ccomisiones_mantenimiento	0.0112804157369572	0.0250369912494077	0.013986013986014
cliente_edad	0.011149996681128	0.0153610334256643	0.0297202797202797
mcaja_ahorro_dolares	0.0105625565080336	0.0299146036427876	0.0257867132867133
Master_Fvencimiento	0.0101145868509801	0.0151736183446994	0.0292832167832168
Master_fechaalta	0.0100198354260169	0.0175870165908156	0.0270979020979021
cdescubierto_preacordado	0.00983685571791481	0.0152677438057997	0.0100524475524476
Visa_msaldototal	0.00883926136632491	0.0177422720716132	0.0214160839160839
mautoservicio	0.00880912729566248	0.0154092363085797	0.0118006993006993
ccomisiones_otras	0.00818238789039971	0.00617365320658237	0.013548951048951
ctarjeta_visa	0.00737810740643633	0.00086618308409251	0.000874125874125874
Visa_cconsumos	0.00731480833181198	0.0107113135509567	0.0196678321678322
Visa_msaldopesos	0.00700107087311042	0.0175539156548876	0.0179195804195804
ccaja_seguridad	0.00679123665640362	0.020335424873194	0.00874125874125874
Visa_mconsumospesos	0.00669350840882063	0.0139983931073967	0.020979020979021
ccajas_consultas	0.00615113729024147	0.0200227228714662	0.0100524475524476
cproductos	0.00608259747656163	0.0138878348453025	0.0148601398601399
mcuenta_debitos_automaticos	0.00596205646881612	0.0099750997215399	0.00874125874125874
ctarjeta_visa_transacciones	0.00581228020509505	0.0116648379867022	0.013548951048951
chomebanking_transacciones	0.00576923643987361	0.0142432621296144	0.0179195804195804
numero_de_cliente	0.00572061168458377	0.0166051709326164	0.0192307692307692
ctarjeta_debito_transacciones	0.00571900814195189	0.00797164508421806	0.00961538461538462
cliente_antiguedad	0.00513217196501395	0.0139464816861829	0.0174825174825175
Visa_mpagospesos	0.00497070475795271	0.00803718964403421	0.0166083916083916
mttarjeta_visa_debitos_automaticos	0.00438139889253797	0.0110903229190653	0.0148601398601399
Visa_mlimitecompra	0.00433037626140498	0.00812505035334823	0.0157342657342657
Master_mlimitecompra	0.00420384449632145	0.00563705936316493	0.0118006993006993
ccallcenter_transacciones	0.00399455828779704	0.0173799876431829	0.00917832167832168
thomebanking	0.00387714666101652	0.00773348713677667	0.00699300699300699
mtarjeta_master_consumo	0.00383792992441368	0.00845759344072048	0.00655594405594406
Master_mfinanciacion_limite	0.00381640744136288	0.00463262164671046	0.0118006993006993
Visa_mfinanciacion_limite	0.00349116050946898	0.0058523655735205	0.0118006993006993
ccajas_transacciones	0.00339913623433681	0.000981196461122865	0.00174825174825175
cmobile_app_trx	0.00322214261484482	0.00514369393006577	0.00743006993006993
internet	0.00319929891363732	0.0183068463090192	0.00917832167832168
ctransferencias_emitidas	0.0031748643231536	0.00962132788977257	0.0109265734265734
Master_msaldopesos	0.0030491813867329	0.0118308376791127	0.0100524475524476
tmobile_app	0.002882010719433	0.0152470344190657	0.00611888111888112
ctransferencias_recibidas	0.00274426908605274	0.0142672337316569	0.0118006993006993
tcallcenter	0.00269482868560493	0.00283065343698241	0.0034965034965035
ctarjeta_visa_debitos_automaticos	0.00250413546934537	0.0104395677697802	0.00786713286713287
Visa_mconsumototal	0.00248256287037942	0.00631241096667847	0.0083041958041958
Master_mpagospesos	0.00246257307067865	0.0145803333665939	0.0100524475524476
ctarjeta_master_transacciones	0.00213975726920526	0.00488035525102731	0.00437062937062937
mextraccion_autoservicio	0.00213189471466428	0.00315071571056276	0.00480769230769231
cextraccion_autoservicio	0.00211628052279528	0.00726065256121555	0.00699300699300699
Master_mconsumospesos	0.00201545128403464	0.00632908721657597	0.00743006993006993
cpagomiscuentas	0.00182252794753816	0.00506045874992039	0.00655594405594406
Master_mconsumosdolares	0.0018168766153016	0.00106310078726182	0.00262237762237762
ccuenta_debitos_automaticos	0.00181099001348599	0.00179446998349676	0.00262237762237762
